X,Y,fid,codi_centre,tipus_centre,nom_centre,nom_municipi,nom_naturalesa,al_eso_n1,al_eso_n2,al_eso_n3,al_eso_n4,gr_eso_n1,gr_eso_n2,gr_eso_n3,gr_eso_n4,icon_url
2.12329752397331,41.3706002984516,228,"08019009",,Sant Jaume de la FEP,L'Hospitalet de Llobregat,Privat,63,64,61,65,2,2,2,2,./0.png
2.09842848885492,41.3605564201775,229,"08019058",,Tecla Sala,L'Hospitalet de Llobregat,Privat,117,116,121,121,4,4,4,4,./0.png
2.12770008996763,41.3650227115958,230,"08019307",Institut,Santa Eulàlia,L'Hospitalet de Llobregat,Públic,95,96,92,130,3,3,3,4,./0.png
2.11216792568931,41.3728508224836,231,"08019319",Institut,Pedraforca,L'Hospitalet de Llobregat,Públic,54,61,58,60,2,2,2,2,./0.png
2.10148420871815,41.3665528218127,232,"08019320",Institut,Torras i Bages,L'Hospitalet de Llobregat,Públic,81,109,84,119,3,4,3,4,./0.png
2.11446368510268,41.352572188271,233,"08019411",Institut,Bellvitge,L'Hospitalet de Llobregat,Públic,60,66,59,70,2,2,2,2,./0.png
1.61879982019546,41.5861649900315,234,"08019484",,Monalco,Igualada,Privat,44,54,56,60,2,2,2,2,./0.png
1.6102772531279,41.5804039623437,235,"08019502",,Escola Pia d'Igualada,Igualada,Privat,119,127,119,120,4,4,4,4,./0.png
1.61963720539029,41.5927023621857,236,"08019541",,Maristes Igualada,Igualada,Privat,56,60,59,61,2,2,2,2,./0.png
1.62490697723407,41.5845217899309,237,"08019551",,Igualada,Igualada,Privat,54,60,60,60,2,2,2,2,./0.png
1.6006590506558,41.583710800387,238,"08019630",Institut,Pere Vives i Vich,Igualada,Públic,115,120,121,154,4,4,4,5,./0.png
2.19133885965563,41.5132773525231,239,"08019721",,Balmes,La Llagosta,Privat,29,27,29,27,1,1,1,1,./0.png
2.73860236778307,41.6444407332563,240,"08019897",,Fonlladosa,Malgrat de Mar,Privat,25,31,33,30,1,1,1,1,./0.png
2.73989916073384,41.6458619001337,241,"08019903",,Maristes Sant Pere Chanel,Malgrat de Mar,Privat,55,59,60,63,2,2,2,2,./0.png
2.7425965147195,41.6449024607537,242,"08019915",,Vedruna Malgrat de Mar,Malgrat de Mar,Privat,56,61,64,62,2,2,2,2,./0.png
2.28287694871279,41.9978148717399,243,"08019952",,La Salle Manlleu,Manlleu,Privat,88,88,93,91,3,3,3,3,./0.png
1.83429822703553,41.7238608470606,244,"08020085",,Oms i de Prat,Manresa,Privat,60,59,65,64,2,2,2,2,./0.png
1.81841747026512,41.7244811680087,245,"08020140",,FEDAC-Manresa,Manresa,Privat,62,62,62,63,2,2,2,2,./0.png
1.83787562116927,41.7421069277989,246,"08020218",,La Salle,Manresa,Privat,89,95,91,97,3,3,3,3,./0.png
1.82629048176637,41.7338019510254,247,"08020267",,L'Ave Maria,Manresa,Privat,33,30,31,32,1,1,1,1,./0.png
1.8435902011284,41.732536796006,248,"08020309",,Mare de Déu del Pilar,Manresa,Privat,14,20,29,28,,1,1,1,./0.png
1.82735717837658,41.7365801780632,249,"08020462",Institut,Lacetània,Manresa,Públic,81,117,119,99,3,4,4,3,./0.png
1.82578025586887,41.7308133953318,250,"08020474",Institut,Lluís de Peguera,Manresa,Públic,123,157,131,165,4,5,4,5,./0.png
1.92988706020086,41.473690388488,251,"08020531",,La Mercè,Martorell,Privat,57,63,62,52,2,2,2,2,./0.png
1.92146450986159,41.4751473088757,252,"08020620",Institut,Pompeu Fabra,Martorell,Públic,141,142,149,148,5,5,5,5,./0.png
2.31941874687214,41.48086448085,253,"08020772",,Escolàpies El Masnou,El Masnou,Privat,62,60,62,55,2,2,2,2,./0.png
2.32102057161883,41.4854894782937,254,"08020826",Institut,Maremar,El Masnou,Públic,61,53,60,63,2,2,2,2,./0.png
2.30407389509921,41.4795970800162,255,"08020838",Institut,Mediterrània,El Masnou,Públic,59,54,60,100,2,2,2,4,./0.png
2.01224109497587,41.614286107119,256,"08020887",,Montcau-La Mola,Matadepera,Privat,82,60,62,58,3,2,2,2,./0.png
2.46433219302059,41.5560621220021,257,"08020991",,Meritxell,Mataró,Privat,60,60,60,57,2,2,2,2,./0.png
2.447343064528,41.5416497999407,258,"08021028",,Sagrat Cor de Jesús,Mataró,Privat,31,30,28,31,1,1,1,1,./0.png
2.43839059445781,41.5398609367728,259,"08021065",,Mare de Déu de Lourdes,Mataró,Privat,32,33,29,32,1,1,1,1,./0.png
2.43140200990907,41.5406352005888,260,"08021089",,Sant Antoni de Pàdua,Mataró,Privat,96,95,91,87,3,3,3,3,./0.png
2.44493055293878,41.5378291532002,261,"08021107",,Escola Pia de Mataró,Mataró,Privat,159,164,156,148,5,5,5,5,./0.png
2.44450452187768,41.5403396301842,262,"08021119",,Cor de Maria,Mataró,Privat,59,63,61,62,2,2,2,2,./0.png
2.44273498099965,41.5437967944478,263,"08021144",,Maristes Valldemia,Mataró,Privat,94,99,87,108,3,3,3,4,./0.png
2.44005174724423,41.5487254061019,264,"08021168",,Gem,Mataró,Privat,66,66,63,60,2,2,2,2,./0.png
2.42225465297424,41.5428474470476,265,"08021181",,Sant Josep,Mataró,Privat,58,60,59,75,2,2,2,3,./0.png
2.42795617567047,41.5441897456424,266,"08021193",,El Turó,Mataró,Privat,29,26,28,28,1,1,1,1,./0.png
2.44068858870731,41.5353690225531,267,"08021235",,Divina Providència,Mataró,Privat,32,30,30,29,1,1,1,1,./0.png
2.43941736633709,41.5473240896062,268,"08021260",Institut,Alexandre Satorras,Mataró,Públic,122,122,124,119,4,4,4,4,./0.png
2.44453421521061,41.5422007542303,269,"08021302",Institut,Damià Campeny,Mataró,Públic,124,125,118,117,4,4,4,4,./0.png
2.02762520479432,41.4127721937813,270,"08021405",,Virolai,Molins de Rei,Privat,30,32,31,29,1,1,1,1,./0.png
2.01737865832961,41.4137714552495,271,"08021417",,Sant Miquel Arcàngel,Molins de Rei,Privat,58,61,62,60,2,2,2,2,./0.png
2.01936740828422,41.4044323517789,272,"08021430",Institut,Lluís de Requesens,Molins de Rei,Públic,142,145,152,145,5,5,5,5,./0.png
2.21448445478786,41.5374882780254,273,"08021508",,Lestonnac,Mollet del Vallès,Privat,60,55,62,60,2,2,2,2,./0.png
2.21671495469688,41.5351932651391,274,"08021521",,Anselm Clavé,Mollet del Vallès,Privat,26,28,30,27,1,1,1,1,./0.png
2.20375748583536,41.5424531170833,275,"08021545",,Sant Gervasi,Mollet del Vallès,Privat,127,120,121,123,4,4,4,4,./0.png
2.21349246105443,41.5359319172673,276,"08021557",,Mollet,Mollet del Vallès,Privat,30,30,31,32,1,1,1,1,./0.png
2.20673384688627,41.5318743184937,277,"08021594",Institut,de Mollet del Vallès,Mollet del Vallès,Públic,90,80,78,85,3,3,3,3,./0.png
2.20629669342135,41.5422505046965,278,"08021600",Institut,Vicenç Plantada,Mollet del Vallès,Públic,121,119,120,120,4,4,4,4,./0.png
2.18750834021845,41.4887618447722,279,"08021740",,La Salle Montcada,Montcada i Reixac,Privat,93,91,87,88,3,3,3,3,./0.png
2.18516958960635,41.4888031630374,280,"08021788",Institut,Montserrat Miró i Vila,Montcada i Reixac,Públic,83,83,85,81,3,3,3,3,./0.png
2.26782021012165,41.4665950648544,281,"08021879",,Mireia,Montgat,Privat,37,41,56,57,2,2,2,2,./0.png
1.84014142812119,41.5942834539057,282,"08021910",,Escolania de Montserrat,Monistrol de Montserrat,Privat,7,14,0,0,,,,,./0.png
1.88105515661479,41.8999058533448,283,"08022276",,Diocesana,Navàs,Privat,52,55,49,28,2,2,2,1,./0.png
1.90060107326207,41.5454905545666,284,"08022392",,Daina Isard,Olesa de Montserrat,Privat,60,60,64,66,2,2,2,2,./0.png
1.89497415956655,41.5453686922669,285,"08022410",,Escolàpies Olesa de Montserrat,Olesa de Montserrat,Privat,27,26,21,25,1,1,1,1,./0.png
1.89387716941403,41.5446794677897,286,"08022422",,Povill,Olesa de Montserrat,Privat,56,59,58,59,2,2,2,2,./0.png
2.17586276834961,41.5879094484803,287,"08022628",,Marinada,Palau-solità i Plegamans,Privat,29,26,28,28,1,1,1,1,./0.png
2.23524566648711,41.5783243607219,288,"08022719",,Nostra Senyora de Montserrat,Parets del Vallès,Privat,54,50,59,52,2,2,2,2,./0.png
2.22636872134285,41.5644753087258,289,"08022732",,Acesco,Parets del Vallès,Privat,28,28,32,28,1,1,1,1,./0.png
1.74917649712813,41.5202952738984,290,"08022771",,Apiària,Piera,Privat,30,29,31,27,1,1,1,1,./0.png
2.09154352946526,41.3310009205014,291,"08022987",,La Seda de Barcelona,El Prat de Llobregat,Privat,27,29,31,27,1,1,1,1,./0.png
2.09212769586793,41.3286581075084,292,"08023013",,Mare de Déu del Carme,El Prat de Llobregat,Privat,60,57,61,59,2,2,2,2,./0.png
2.09608440415041,41.3274594385765,293,"08023050",,Nuestra Señora del Mar-García Lorca,El Prat de Llobregat,Privat,28,30,28,31,1,1,1,1,./0.png
2.09001416455003,41.3226074875335,294,"08023131",Institut,Baldiri Guilera,El Prat de Llobregat,Públic,112,115,112,111,4,4,4,4,./0.png
2.35629799368914,41.4907982861208,295,"08023244",,Assís,Premià de Mar,Privat,30,27,29,23,1,1,1,1,./0.png
2.35068269621573,41.488309827886,296,"08023256",,La Salle,Premià de Mar,Privat,90,88,91,90,3,3,3,3,./0.png
2.35636278832092,41.4932481035425,297,"08023323",,El Pilar,Premià de Mar,Privat,31,30,27,28,1,1,1,1,./0.png
2.15393636230791,41.4977215262572,298,"08023463",,FEDAC-Ripollet,Ripollet,Privat,32,27,26,30,1,1,1,1,./0.png
2.15585907365096,41.5009469018278,299,"08023475",,Sant Gabriel,Ripollet,Privat,60,56,62,59,2,2,2,2,./0.png
2.03622362419845,41.4897914145391,300,"08023724",,Maristes Rubí,Rubí,Privat,97,90,89,94,3,3,3,3,./0.png
2.03564546509282,41.4884271294237,301,"08023751",,Ribas,Rubí,Privat,31,30,30,32,1,1,1,1,./0.png
2.03347651782731,41.4883810407247,302,"08023761",,Mare de Déu de Montserrat,Rubí,Privat,60,59,60,59,2,2,2,2,./0.png
2.03353742779866,41.4924418719443,303,"08023797",,Balmes,Rubí,Privat,33,31,30,32,1,1,1,1,./0.png
2.02966521176651,41.4898479808137,304,"08023803",,Regina Carmeli,Rubí,Privat,59,59,57,63,2,2,2,2,./0.png
2.10906921843258,41.5448199626706,305,"08023888",,Jesús Salvador,Sabadell,Privat,56,61,60,58,2,2,2,2,./0.png
2.11305199087763,41.5457361944875,306,"08024169",,Sant Nicolau,Sabadell,Privat,62,60,64,61,2,2,2,2,./0.png
2.11058221853464,41.5471528750368,307,"08024182",,Sagrada Família,Sabadell,Privat,90,93,91,92,3,3,3,3,./0.png
2.12000455824585,41.530626511145,308,"08024248",,Vedruna La Immaculada Sabadell,Sabadell,Privat,31,31,31,58,1,1,1,2,./0.png
2.10277265867888,41.5488418986458,309,"08024297",,Escola Pia de Sabadell,Sabadell,Privat,88,94,94,89,3,3,3,3,./0.png
2.0959712373445,41.5447014457202,310,"08024303",,Jaume Viladoms Centre Educatiu,Sabadell,Privat,31,30,32,34,1,1,1,1,./0.png
2.10557877232733,41.5504284686969,311,"08024339",,Vedruna El Carme Sabadell,Sabadell,Privat,56,56,60,53,2,2,2,2,./0.png
2.11828180849834,41.5398919090606,312,"08024340",,Salesians Sabadell,Sabadell,Privat,59,58,48,45,2,2,2,2,./0.png
2.10664856832634,41.5500320719268,313,"08024406",,Estel,Sabadell,Privat,29,29,30,30,1,1,1,1,./0.png
2.11002064207537,41.5388747102102,314,"08024421",,Mare de Déu de la Salut,Sabadell,Privat,69,87,87,87,3,3,3,3,./0.png
2.09819291384606,41.5589167285784,315,"08024455",,Bertran,Sabadell,Privat,30,26,29,32,1,1,1,1,./0.png
2.11951240553844,41.5290519013052,316,"08024510",,Serra,Sabadell,Privat,28,30,32,32,1,1,1,1,./0.png
2.11559625277026,41.5299361368971,317,"08024546",,Sant Francesc,Sabadell,Privat,39,46,53,43,2,2,2,2,./0.png
2.11182009567884,41.5455412135489,318,"08024595",,Claret,Sabadell,Privat,60,54,62,60,2,2,2,2,./0.png
2.11117709428269,41.5482355966138,319,"08024613",,Escolàpies Sabadell,Sabadell,Privat,22,27,28,22,1,1,1,1,./0.png
2.11658491105358,41.5276833487635,320,"08024650",,Ramar,Sabadell,Privat,60,60,62,63,2,2,2,2,./0.png
2.11044364193635,41.5409586551082,321,"08024686",,Mare del Diví Pastor,Sabadell,Privat,28,31,31,28,1,1,1,1,./0.png
2.10307079421011,41.5597127648676,322,"08024728",,Servator,Sabadell,Privat,30,31,29,27,1,1,1,1,./0.png
2.09196700100066,41.5100360014497,323,"08024731",,La Vall,Sabadell,Privat,121,123,117,114,4,4,4,4,./0.png
2.10527541897987,41.548061663663,324,"08024741",Institut,Escola Industrial,Sabadell,Públic,95,124,126,127,3,4,4,4,./0.png
2.08411170182884,41.5642765966779,325,"08024765",Institut,Arraona,Sabadell,Públic,114,120,120,159,4,4,4,5,./0.png
2.04104732277498,41.5342497497007,326,"08024777",Institut,Egara,Terrassa,Públic,119,92,117,112,4,3,4,4,./0.png
2.1014559373923,41.5391498090614,327,"08024871",Institut,Pau Vila,Sabadell,Públic,151,154,157,154,5,5,5,5,./0.png
2.09172858910843,41.5608028042093,328,"08024881",Institut,Ferran Casablancas,Sabadell,Públic,152,154,156,165,5,5,5,5,./0.png
1.8401522964263,41.7851240095274,329,"08025061",,Llissach,Santpedor,Privat,29,26,30,29,1,1,1,1,./0.png
2.21191379383861,41.4244303335716,330,"08025137",,Túrbula,Sant Adrià de Besòs,Privat,66,59,59,59,2,2,2,2,./0.png
2.21603653402318,41.4311740728359,331,"08025174",,Sant Gabriel,Sant Adrià de Besòs,Privat,62,62,62,60,2,2,2,2,./0.png
2.22198765511518,41.4275975386389,332,"08025186",,Amor de Déu,Sant Adrià de Besòs,Privat,93,89,87,85,3,3,3,3,./0.png
2.04209073191483,41.3434328724244,333,"08025484",,Joan Bardina,Sant Boi de Llobregat,Privat,58,61,62,56,2,2,2,2,./0.png
2.03905619863777,41.3414104519969,334,"08025496",,Pedagògium Cos,Sant Boi de Llobregat,Privat,79,90,91,90,3,3,3,3,./0.png
2.03503946131676,41.3488319457815,335,"08025541",,Mare de Déu dels Dolors,Sant Boi de Llobregat,Privat,90,89,91,83,3,3,3,3,./0.png
2.02277588622833,41.3483537262667,336,"08025551",,Sant Josep,Sant Boi de Llobregat,Privat,61,61,60,58,2,2,2,2,./0.png
2.02992658602506,41.3359697383079,337,"08025605",Institut,Camps Blancs,Sant Boi de Llobregat,Públic,75,88,83,89,3,3,3,3,./0.png
2.03693941969621,41.3426022753884,338,"08025654",Institut,Joaquim Rubió i Ors,Sant Boi de Llobregat,Públic,151,152,154,155,5,5,5,5,./0.png
2.48766689087393,41.6886087327469,339,"08025745",,La Salle Sant Celoni,Sant Celoni,Privat,61,62,59,61,2,2,2,2,./0.png
2.48805086082579,41.6899959222528,340,"08025769",,Cor de Maria,Sant Celoni,Privat,30,31,32,31,1,1,1,1,./0.png
2.05791286259368,41.4687342434789,341,"08025885",,La Farga,Sant Cugat del Vallès,Privat,105,102,109,110,4,4,4,4,./0.png
2.07381783064098,41.4952798718613,342,"08026038",,Pureza de María,Sant Cugat del Vallès,Privat,88,92,84,82,3,3,3,3,./0.png
2.07815929638507,41.4857319629402,343,"08026041",,Viaró,Sant Cugat del Vallès,Privat,74,95,79,78,,,,,./0.png
2.07411619895297,41.4577022413968,344,"08026075",,El Pinar de Nuestra Señora,Sant Cugat del Vallès,Privat,70,81,82,87,3,3,3,3,./0.png
2.16181965911522,41.6904794399049,345,"08026181",,FEDAC-Sant Feliu,Sant Feliu de Codines,Privat,31,32,30,27,1,1,1,1,./0.png
2.04615218179082,41.3842509666984,346,"08026245",,Virgen de la Salud,Sant Feliu de Llobregat,Privat,91,89,94,82,3,3,3,3,./0.png
2.0457622515005,41.3756233720008,347,"08026269",,Bon Salvador,Sant Feliu de Llobregat,Privat,83,88,88,70,3,3,3,3,./0.png
2.05013847048132,41.3934857918871,348,"08026282",,Mestral,Sant Feliu de Llobregat,Privat,30,30,31,30,1,1,1,1,./0.png
2.04783646612692,41.3805949534766,349,"08026294",,Mare de Déu de la Mercè,Sant Feliu de Llobregat,Privat,60,62,60,59,2,2,2,2,./0.png
2.05387372424614,41.3833936516814,350,"08026397",Institut,Olorda,Sant Feliu de Llobregat,Públic,104,121,140,109,4,4,5,4,./0.png
1.86873588616913,41.7547513663909,351,"08026427",,Paidos,Sant Fruitós de Bages,Privat,60,61,61,58,2,2,2,2,./0.png
2.36059829978793,41.5170181796673,352,"08026506",,Sant Jordi,Vilassar de Dalt,Privat,30,29,26,28,1,1,1,1,./0.png
2.2403076049146,42.0034646867089,353,"08026543",,Mare de Déu de la Gleva,Les Masies de Voltregà,Privat,29,30,22,29,1,1,1,1,./0.png
2.05525424519742,41.3721479601131,354,"08026622",,Ateneu Instructiu,Sant Joan Despí,Privat,58,61,60,62,2,2,2,2,./0.png
2.0719328363948,41.3677072817487,355,"08026658",,Gran Capità,Sant Joan Despí,Privat,31,25,25,28,1,1,1,1,./0.png
2.06401904819882,41.3692818491622,356,"08026683",Institut,Francesc Ferrer i Guàrdia,Sant Joan Despí,Públic,118,117,123,107,4,4,4,4,./0.png
2.31870354542452,41.9286106753216,357,"08026798",,El Roser,Sant Julià de Vilatorta,Privat,21,17,24,20,1,,1,1,./0.png
2.08348732649867,41.3868378250571,358,"08026828",,La Miranda,Sant Just Desvern,Privat,91,88,97,81,,,,,./0.png
2.07861432759847,41.379865423182,359,"08026841",,Madre Sacramento,Sant Just Desvern,Privat,30,30,33,29,1,1,1,1,./0.png
1.78816604464078,41.42539520764,360,"08027331",,Sant Josep,Sant Sadurní d'Anoia,Privat,93,90,98,91,3,3,3,3,./0.png
1.79113873771825,41.4237748749748,361,"08027353",,Vedruna Sant Sadurní d'Anoia,Sant Sadurní d'Anoia,Privat,30,32,30,30,1,1,1,1,./0.png
2.20465940720888,41.460511860896,362,"08027559",,Singuerlín,Santa Coloma de Gramenet,Privat,31,31,32,31,1,1,1,1,./0.png
2.21894051090109,41.4514076710782,363,"08027560",,Les Neus,Santa Coloma de Gramenet,Privat,62,63,61,60,2,2,2,2,./0.png
2.20559452331296,41.4514394983943,364,"08027602",,Seimar,Santa Coloma de Gramenet,Privat,31,31,31,30,1,1,1,1,./0.png
2.21030276479718,41.4500986396083,365,"08027729",,FEDAC - Santa Coloma,Santa Coloma de Gramenet,Privat,60,56,64,64,2,2,2,2,./0.png
2.20841508160896,41.4550148660852,366,"08027730",,Fuster,Santa Coloma de Gramenet,Privat,32,30,32,32,1,1,1,1,./0.png
2.21034573769509,41.4502072288306,367,"08027754",,Virgen del Carmen,Santa Coloma de Gramenet,Privat,29,29,31,29,1,1,1,1,./0.png
2.21425558101459,41.4508557081485,368,"08027766",,Manent,Santa Coloma de Gramenet,Privat,31,30,32,32,1,1,1,1,./0.png
2.20121613981202,41.4558118970994,369,"08028047",Institut,Puig Castellar,Santa Coloma de Gramenet,Públic,120,124,126,126,4,4,4,4,./0.png
2.1810484782912,41.5357840367635,370,"08028473",,Tabor,Santa Perpètua de Mogoda,Privat,23,25,31,28,1,1,1,1,./0.png
2.18283430377291,41.5294788251054,371,"08028485",,Sagrada Família,Santa Perpètua de Mogoda,Privat,89,90,94,89,3,3,3,3,./0.png
1.86015736352324,41.6697468861019,372,"08028552",,FEDAC-Sant Vicenç,Sant Vicenç de Castellet,Privat,53,47,61,55,2,2,2,2,./0.png
2.14248327307494,41.4914353959924,373,"08028795",,FEDAC-Cerdanyola,Cerdanyola del Vallès,Privat,44,54,61,48,2,2,2,2,./0.png
2.14031885616461,41.4923880061137,374,"08028849",,Escaladei,Cerdanyola del Vallès,Privat,30,29,31,34,1,1,1,1,./0.png
2.08345774809503,41.5036792394411,375,"08028850",,Ramon Fuster,Cerdanyola del Vallès,Privat,90,90,91,86,3,3,3,3,./0.png
2.14235440238254,41.4901793607336,376,"08028886",,Montserrat,Cerdanyola del Vallès,Privat,61,61,61,60,2,2,2,2,./0.png
1.81053634981926,41.2386568262842,377,"08029076",,Escola Pia de Sitges,Sitges,Privat,54,60,63,51,2,2,2,2,./0.png
2.03218374443501,41.5751878411487,378,"08029611",,Joaquima de Vedruna Terrassa,Terrassa,Privat,58,64,62,60,2,2,2,2,./0.png
2.01078706906214,41.5596544240143,379,"08029647",,Escola Pia de Terrassa,Terrassa,Privat,156,155,152,150,5,5,5,5,./0.png
2.00284485345554,41.5647001320211,380,"08029660",,El Cim,Terrassa,Privat,63,61,62,63,2,2,2,2,./0.png
2.0132240542034,41.5744211660206,381,"08029672",,Mare de Déu del Carme,Terrassa,Privat,125,122,130,123,4,4,4,4,./0.png
2.01672441660799,41.5616158585959,382,"08029684",,Tecnos,Terrassa,Privat,65,62,64,64,2,2,2,2,./0.png
2.030401181444,41.5795423415792,383,"08029738",,Goya,Terrassa,Privat,59,61,61,67,2,2,2,2,./0.png
2.02164097500298,41.5755996497531,384,"08029751",,Martí,Terrassa,Privat,61,60,61,62,2,2,2,2,./0.png
1.9952351076225,41.5568174734394,385,"08029763",,Sant Domènec Savio,Terrassa,Privat,86,84,90,81,3,3,3,3,./0.png
2.01427705659095,41.5561018292222,386,"08029881",,Sagrado Corazón de Jesús,Terrassa,Privat,92,93,99,89,3,3,3,3,./0.png
2.02508098396962,41.5580589658226,387,"08029908",,Andersen,Terrassa,Privat,29,30,29,31,1,1,1,1,./0.png
2.0469664527661,41.5893375640842,388,"08029957",,Gresol,Terrassa,Privat,0,0,0,19,,,,,./0.png
2.01180904406479,41.5640338264485,389,"08030017",,Creixen Terrassa,Terrassa,Privat,57,60,64,53,2,2,2,2,./0.png
2.01399722674579,41.5620749265416,390,"08030054",,Petit Estel - La Nova,Terrassa,Privat,96,95,91,93,3,3,3,3,./0.png
2.02523719417248,41.5674528036236,391,"08030078",,Egara,Terrassa,Privat,90,96,96,90,3,3,3,3,./0.png
2.02977847784538,41.5652232893857,392,"08030091",,Ramon Pont,Terrassa,Privat,32,32,31,32,1,1,1,1,./0.png
2.01087419287759,41.5609851472203,393,"08030111",,Vedruna Vall Terrassa,Terrassa,Privat,95,92,96,88,3,3,3,3,./0.png
2.00467484636548,41.568194571826,394,"08030339",Institut,de Terrassa,Terrassa,Públic,123,120,126,124,4,4,4,4,./0.png
2.02927034662471,41.5717135039674,395,"08030340",Institut,Investigador Blanxart,Terrassa,Públic,99,110,115,127,4,4,4,4,./0.png
2.22579695630803,41.8514067751159,396,"08030431",,Vedruna Tona,Tona,Privat,53,59,59,64,2,2,2,2,./0.png
2.72915738968657,41.6947391139595,397,"08030479",,Brianxa,Tordera,Privat,31,29,29,32,1,1,1,1,./0.png
2.71951885273542,41.7003631734181,398,"08030509",,Vedruna Tordera,Tordera,Privat,29,31,30,32,1,1,1,1,./0.png
2.26547853035614,42.0478813564287,399,"08030534",,Rocaprevera,Torelló,Privat,28,20,28,27,1,1,1,1,./0.png
2.26794386913355,42.0480782646939,400,"08030546",,Sagrats Cors,Torelló,Privat,40,41,46,47,2,2,2,2,./0.png
1.92831936853375,41.3823642703669,401,"08030777",,Dominiques Vallirana,Vallirana,Privat,33,55,50,38,2,2,2,2,./0.png
2.25368278080734,41.9239924737526,402,"08030911",,Sagrat Cor de Jesús,Vic,Privat,57,49,60,55,2,2,2,2,./0.png
2.25956556071306,41.9300748189701,403,"08030947",,Vedruna Escorial Vic,Vic,Privat,97,96,97,94,3,3,3,3,./0.png
2.25564979914745,41.9330649578145,404,"08030959",,Sant Miquel dels Sants,Vic,Privat,90,92,94,88,3,3,3,3,./0.png
2.25366860082494,41.9332887933129,405,"08030960",,FEDAC-Vic,Vic,Privat,58,60,87,58,2,2,3,2,./0.png
2.25891785472259,41.9347982680129,406,"08031022",Institut,de Vic,Vic,Públic,90,81,89,92,3,3,3,3,./0.png
2.24091975191622,41.933373521983,407,"08031034",Institut,Jaume Callís,Vic,Públic,120,114,120,120,4,4,4,4,./0.png
2.01911451995201,41.3154414962239,408,"08031150",,Sagrada Família,Viladecans,Privat,60,62,59,60,2,2,2,2,./0.png
2.01754138507058,41.3230493434963,409,"08031228",Institut,Torre Roja,Viladecans,Públic,89,120,117,123,3,4,4,4,./0.png
2.02396983394367,41.3139910677517,410,"08031231",,Sant Gabriel,Viladecans,Privat,60,60,60,62,2,2,2,2,./0.png
1.69402708231547,41.339569206496,411,"08031356",,Montagut,Vilafranca del Penedès,Privat,60,62,61,61,2,2,2,2,./0.png
1.69779900969442,41.345038198955,412,"08031371",,Sant Josep,Vilafranca del Penedès,Privat,30,31,29,28,1,1,1,1,./0.png
1.70013183945554,41.347028604245,413,"08031381",,Vedruna Vilafranca del Penedès,Vilafranca del Penedès,Privat,62,61,60,59,2,2,2,2,./0.png
1.69577374510664,41.3473419218061,414,"08031401",,Sant Ramon de Penyafort,Vilafranca del Penedès,Privat,61,62,59,55,2,2,2,2,./0.png
1.69284146306278,41.3406150349289,415,"08031459",Institut,Eugeni d'Ors,Vilafranca del Penedès,Públic,120,121,88,122,4,4,3,4,./0.png
1.72627167981224,41.2249584297904,416,"08031496",,El Cim,Vilanova i la Geltrú,Privat,61,61,59,54,2,2,2,2,./0.png
1.72587932517768,41.2224287347471,417,"08031502",,Santa Teresa de Jesús,Vilanova i la Geltrú,Privat,60,59,56,62,2,2,2,2,./0.png
1.70911655242121,41.2192142316381,418,"08031526",,Sant Bonaventura,Vilanova i la Geltrú,Privat,60,60,59,59,2,2,2,2,./0.png
1.72488219872291,41.2191968579704,419,"08031538",,Escola Pia de Vilanova i la Geltrú,Vilanova i la Geltrú,Privat,61,60,60,59,2,2,2,2,./0.png
1.72778511961855,41.2234926208782,420,"08031599",,Divina Providència,Vilanova i la Geltrú,Privat,30,27,29,25,1,1,1,1,./0.png
1.71113090146724,41.2221320303661,421,"08031681",Institut,Francesc Xavier Lluch i Rafecas,Vilanova i la Geltrú,Públic,90,100,98,144,3,3,3,5,./0.png
1.71724574379455,41.2214897110751,422,"08031711",Institut,Manuel de Cabanyes,Vilanova i la Geltrú,Públic,121,121,121,118,4,4,4,4,./0.png
2.14665767842464,41.4858184407985,423,"08031757",Institut,Forat del Vent,Cerdanyola del Vallès,Públic,90,119,93,89,3,4,3,3,./0.png
2.02198296123713,41.5500056351062,424,"08031770",Institut,Can Jofresa,Terrassa,Públic,111,105,148,148,4,4,5,5,./0.png
2.18008883806082,41.4342463469014,425,"08031812",Institut,Valldemossa,Barcelona,Públic,84,84,89,94,3,3,3,3,./0.png
2.07327820113505,41.4813730157448,426,"08031861",Institut,Leonardo da Vinci,Sant Cugat del Vallès,Públic,161,123,118,151,6,4,4,5,./0.png
2.06994500806431,41.4603350449472,427,"08031873",Institut,Arnau Cadell,Sant Cugat del Vallès,Públic,116,115,118,120,4,4,4,4,./0.png
2.21689538802321,41.4502610846416,428,"08032051",,Català Comercial,Santa Coloma de Gramenet,Privat,29,29,31,31,1,1,1,1,./0.png
2.00819321027916,41.3897871837052,429,"08032063",,Salesians Sant Vicenç dels Horts,Sant Vicenç dels Horts,Privat,89,89,90,90,3,3,3,3,./0.png
2.02483479993269,41.5587156593842,430,"08032075",,Cingle,Terrassa,Privat,59,65,63,57,2,2,2,2,./0.png
2.12507653922525,41.4066151497049,431,"08032099",,John Talabot,Barcelona,Privat,28,25,29,30,1,1,1,1,./0.png
2.02467155160469,41.3557251659038,432,"08032166",,Llor,Sant Boi de Llobregat,Privat,90,89,90,91,3,3,3,3,./0.png
2.00650681561114,41.3229370209121,433,"08032555",,Goar,Viladecans,Privat,61,59,59,59,2,2,2,2,./0.png
